,Gender,Race,Feature 1,Feature 2,Feature 3,Feature 4,Success
37,Female,Asian,1.3399350209555534,0.5691096579204284,-2.335792854903029,3.761051977330543,No
38,Male,White,1.7582513390322347,1.4351737882342606,3.067242074842172,3.43978157502709,Yes
39,Male,Asian,3.9044765534091317,2.988279314844494,-1.8355404634071988,3.463711482520641,Yes
40,Male,Asian,-0.8748507445409119,2.4009740216038606,-2.826225870856407,3.7184247556188623,No
41,Male,Hispanic,-0.12593539999336079,0.31350129437114593,4.170938885356444,-0.3772978613066611,No
42,Male,White,1.6365651591084989,3.9708576170711116,1.8946782587324484,2.688191199316267,Yes
43,Female,Asian,0.1640800230035696,1.8932090396722507,-2.6564019316424243,5.217000646458869,No
44,Male,Other,0.7351863331094131,2.6309235440474876,-2.7229967874031598,-1.3890633605426304,No
45,Female,White,1.5310149446962666,2.314185073186948,2.3150459182543552,3.6578170275335955,Yes
46,Female,White,1.501231034300518,-0.9305213920091711,2.478336687817978,2.870113794643887,No
47,Male,Hispanic,2.094971018576575,1.1357003595728932,2.2360348662421092,0.01835263145347126,No
48,Male,Asian,1.9586708171184064,1.1305399836589394,-2.7584920061658913,3.798883882627659,No
49,Male,White,2.337775865294084,1.5108620454612076,2.4399049067495575,3.6140387463161896,Yes
50,Male,Hispanic,2.765280277084619,1.4741437591521862,5.157029260870635,-0.49602098385466387,Yes
51,Female,White,1.1108829752812837,0.32439246049638804,2.5137079493980226,1.832995929767436,No
52,Male,Asian,1.0397563550151552,1.4096079410035096,-2.9607777041468255,5.469659562499413,No
53,Female,White,-1.2953567793424692,0.8833552385650514,2.9615582679692487,3.0701791952929183,No
54,Female,Hispanic,1.524978706594566,1.3603811705826425,3.594369675733068,-0.2759945975226557,No
55,Male,Other,3.2783975150397406,3.257622388654805,-1.8588955041653135,-3.527330356133483,No
56,Female,Black,0.9870570580221829,0.22896763435525447,0.2366711957044515,3.186575666304057,No
57,Male,White,2.181284438065125,1.9399324188058535,0.7062495102335544,3.1220015094328386,Yes
58,Male,Asian,-0.1306944684625706,2.772577892723955,-2.071760110955836,3.902994281338903,No
59,Male,White,2.4620217851805783,1.391471533863368,1.075475912761202,2.8032815383834864,Yes
60,Female,Asian,2.352221054560968,0.5724789755954192,-1.473698110851199,5.253554681499062,Yes
61,Female,Hispanic,2.525490713236637,-0.23328098858105295,3.223716368520037,-1.0067132062826039,No
62,Male,White,1.0406040856344776,2.2121930365076876,1.27276805599841,5.196777511001882,Yes
63,Female,Other,1.0509265708088125,0.9399395306866998,-3.3147181990429173,-4.2787133356085825,No
64,Male,Asian,1.510705138443373,1.2760100584873713,-1.7464628528685997,5.162814038164826,No
65,Male,White,2.3046078558662435,2.9005250072189837,1.3234843703279446,3.1406852957906506,Yes
66,Female,White,1.5120615264798265,0.31886321273846474,2.4946413867409687,2.563842212042718,Yes
67,Male,White,1.2560971657055309,2.5506777837202286,2.332799408023463,2.223909850214542,Yes
68,Male,Hispanic,1.3341533611406082,3.693984704715727,2.579235792108733,-0.8685731630951873,Yes
69,Female,Asian,1.5217381649100665,0.34029274003326604,-1.2636773292616015,5.991012774024747,Yes
70,Female,Hispanic,0.6252812049627741,1.3501882271180696,1.723697672972183,-0.6461411887307824,No
71,Male,Other,2.340937942044254,2.093826629591003,-2.940619922076319,-2.810671900700976,No
72,Male,Black,1.2379377759915475,1.4822872776314733,3.390197143898445,3.164381264593453,Yes
73,Female,White,1.9958073066714825,0.7505588682498592,1.8222670868317252,2.923533243683722,Yes
74,Male,Asian,1.2206050404833535,2.8796394475974827,-2.4523571240155198,7.195772239752504,Yes
75,Female,Hispanic,0.08615054943728684,1.3602997811769015,3.5544469722163354,1.7507055480368086,Yes
76,Male,Other,4.058587473891556,2.6085731037299045,-2.6197299423610603,-0.17843112229108815,No
77,Male,Other,2.7966974824797664,2.5093929633978,-1.8178743471327692,-3.155878678137987,No
78,Female,Other,0.2256212996760566,2.353457097652977,-4.681511539230483,-2.7981341054779554,No
79,Male,White,1.7611272907365054,1.9954441229130286,2.4979823872967724,0.42092454951508085,Yes
80,Female,Hispanic,0.2224502801217536,0.07106231740225721,1.9172941698186274,-0.40263017612148655,No
81,Male,Hispanic,2.393833331538388,3.373454548345272,4.441562475794003,-0.062476846984720724,Yes
82,Female,Hispanic,-1.5943491664250025,-1.2859676784652647,3.759325393315264,-1.1368940097127576,No
83,Female,White,0.10871451654627085,2.085521920333351,2.6469234452985146,0.9481568792413388,No
84,Female,White,3.6243099691297753,0.5625038977686972,2.4776137211779963,3.463981335030375,Yes
85,Female,White,1.2800519716541479,0.45050368085829584,2.1106746506835976,3.548826351194836,Yes
86,Male,Asian,2.685240519931294,0.3444027159427845,-3.0645533152809135,4.956428262666841,No
87,Female,Hispanic,1.2889735706221568,-0.26408945018509233,2.9397230621551915,-1.1656149447718562,No
88,Male,Asian,-0.1535542652409081,1.7251936761852138,-2.4571929940686017,4.3955872204787605,No
89,Female,Hispanic,2.408435035852821,1.1011561506886445,2.0782319757102257,1.2013301181049807,Yes
90,Male,White,0.18475247983884224,2.1904913572467057,2.2840082932841783,2.516592778995097,Yes
91,Male,White,2.6838915571211106,1.9554802369621807,1.8313509931853775,2.8159147939044216,Yes
92,Male,White,1.221366121029733,1.66195367627232,2.4539800293829725,3.524681715808091,Yes
93,Male,White,3.6740996287829675,1.1489002199751326,0.5616567395616743,3.6045650963645226,Yes
94,Male,Other,1.842810048659911,2.9807099034011504,-3.2781531368332226,-1.603528646595157,No
95,Female,White,0.04190192685990668,-0.3893052417052003,2.285502101472706,2.8470921753477363,No
96,Male,White,1.7715469982558056,3.39662442599505,0.8974893602333196,3.2373421058928575,Yes
97,Female,Asian,1.4955748971174398,2.817517797177495,-2.298953884885165,7.585390951467788,Yes
98,Male,Other,4.091791354765325,1.7118485337753677,-4.903307896499009,-1.306526794916992,No
99,Male,Asian,0.9976518035435091,2.0358083231807242,-1.6397214641161857,5.259879953058446,Yes
100,Female,White,0.16668960528307564,0.9661808669252843,1.2257382528555594,2.53311102589146,No
101,Female,Hispanic,1.3466208350266686,1.2715812153043293,2.5048096969096525,-0.4457043836669015,No
102,Female,Hispanic,0.4747850048385094,-0.7142937537404883,2.250624634753949,-0.8960705507246859,No
103,Male,White,2.287476274300656,4.1504429632612,2.7719604307248202,3.9917384405569987,Yes
104,Male,Other,3.882102674447137,3.4084749731946045,-3.767617357347259,-2.3779352946517602,No
105,Male,White,0.8381924543077173,2.3442651618710775,2.0875514485160545,4.790947093561857,Yes
106,Male,Other,2.8123074734696365,3.012354066374365,-2.2825146370033584,-3.22561591146201,No
107,Female,Hispanic,0.38678508193227856,2.1893005001360284,0.9552722045491473,-2.406133966130611,No
108,Female,White,-0.244715759312373,-0.962144710029261,3.3118006698807823,3.9974221871201734,No
109,Male,Hispanic,1.817079917776919,1.1792443651687354,2.5829909154423936,0.21115721837272589,No
110,Male,White,2.338917624969281,0.7976330045629176,0.6475719587074862,2.877569580724349,Yes
111,Male,Asian,1.3311900217526236,1.8313564478932143,-2.307197693172736,4.038081327423525,No
112,Male,Asian,0.7357357591801565,2.5757558830588283,-2.1827212785988803,4.752342679736424,No
113,Female,Hispanic,0.5869854049690755,0.4945152987404312,4.181267932854294,-0.009326649263605312,No
114,Male,White,3.5152252486391387,1.0013683668498579,3.586953893645289,3.3206353811202223,Yes
115,Male,White,3.319135310636091,1.3724560079006256,1.6204555726887282,3.1278398415773823,Yes
116,Male,Hispanic,0.935055603927957,1.3266020689779228,4.747002720945239,-1.0113393875665349,No
117,Female,White,2.3702333693870195,0.9173441172969687,1.5530231076571195,4.134779327955884,Yes
118,Male,White,1.4032825542316338,1.9015970454809503,3.2335566577340815,4.653602480751857,Yes
119,Male,White,3.943956306559459,1.5038352344316317,2.6573066446574702,1.4517585486146052,Yes
120,Male,Other,2.246843001283879,3.4898146671102737,-3.5696476188896495,-2.988781597957237,No
121,Male,Asian,4.2007739790423,1.9968044045661892,-2.2215385394995786,5.209098217871796,Yes
122,Female,Asian,1.709132812903048,0.10603773140319372,-1.0442945748631043,4.667294325609807,No
123,Female,Asian,0.15833285750939463,0.089610975828187,-3.8857213594565145,4.406410685553613,No
124,Male,Hispanic,2.020584996108295,1.1049483990198654,3.049287753702226,-0.7602669499283243,No
125,Female,White,1.2238936075289908,1.468241714696826,1.6973750429388161,2.188512529659359,Yes
126,Female,Hispanic,0.5056287426086292,1.3224472105148815,1.3431469992391047,0.48443771307503763,No
127,Female,Asian,1.5407843868892834,1.2758763731594513,-0.8799880590444991,4.824999494236944,Yes
128,Male,White,2.5177259713732125,0.9398576361629183,0.003838768848246632,3.3882418234154215,Yes
129,Female,Other,0.10232116562282245,-0.10751905289525898,-3.111687456413692,-1.731325149376174,No
130,Male,Asian,1.7490324581451029,2.048807879594752,-1.86464129667123,4.748547030756377,Yes
131,Male,Asian,0.10482152805182055,1.598111498652067,-0.0361698399007806,4.363371017746,No
132,Female,Other,2.3258615046012885,1.534273124892352,-3.784604599221744,-1.7345723803094995,No
133,Male,Asian,2.472523083219373,2.134783197023382,-0.835128843142152,3.9323179373878716,Yes
134,Female,White,0.508291709211392,-0.792271751413234,2.909311037664566,2.204756470503132,No
135,Male,White,3.357731066396915,2.488181586905081,3.771200512305181,1.1670201623923062,Yes
136,Male,Other,1.5582815009033928,3.6743380082947876,-2.344213293632025,-1.8878970482625919,No
137,Female,White,1.46310210869279,2.2131793467780856,1.5996963202450618,1.8187772870451808,Yes
138,Female,Hispanic,1.2343995343053,-0.1772327832406526,2.887629021882196,-0.3610046759310023,No
139,Male,White,3.616853278542699,1.921615658990238,0.99801181819881,1.0528852040107988,Yes
140,Male,White,2.7142328989023286,2.221697492314602,2.361844397498614,1.835006102051004,Yes
141,Male,Other,3.2627040827018536,3.090578322258,-3.8702483740993507,-1.9924465201309338,No
142,Female,Asian,2.933854285842293,-0.911059305158872,-4.804032246505587,5.7334195150097,No
143,Female,White,-1.1616855948532798,-0.02557811051775838,3.4429449874335365,2.7914182530724263,No
144,Female,Other,1.1672791977050054,0.447849162389382,-2.898333559837144,-2.5365078686947546,No
145,Female,Other,-0.34729176207913093,1.0583851401516629,-2.6269447507275077,-1.478206961808151,No
146,Male,White,3.0436696468570332,2.352587202690995,1.9232302435683153,4.818634468346754,Yes
147,Female,Asian,0.11831133480405942,-0.09330917343197953,-2.5400998681086717,4.755387565090131,No
148,Male,Other,2.4218418522140266,3.1734294474414018,-2.2790869508293143,-2.1259883741795584,No
149,Female,White,-0.5811738530195854,1.1535673689973331,1.1404134506682087,4.720969920556541,Yes
150,Male,White,3.4614642419974695,2.3074571914657116,0.241592523147113,3.9531639215735255,Yes
151,Female,Other,1.542336728634715,1.3283852274881218,-2.872446968336028,-1.4578899165635728,No
152,Male,Asian,2.213847608368603,1.8758306322196934,-2.273291468844268,4.938184598262016,Yes
153,Female,Hispanic,1.7048260364726602,1.0932714890230386,1.5530523534299288,-0.19796956187758524,No
154,Male,Asian,2.6894576574998386,1.8663612092136648,-3.795261678664071,5.46095233442527,No
155,Female,Hispanic,0.45473803113056144,0.862292366332736,4.075744519834244,-0.9716411738834705,No
156,Male,Asian,1.130109964540711,5.685682226564687,-1.5639668667477757,2.960685195498477,Yes
157,Male,Asian,1.113794729956082,1.8856543807120199,-1.5615667627669427,4.801795622152197,No
158,Female,White,1.3544127096369212,0.465486446082375,3.7944071971673843,3.622550639912718,Yes
159,Male,Black,2.5949260628713624,2.628813257656731,0.878800600094422,0.669348665260532,Yes
160,Male,White,1.5415721858785671,2.489133508371552,2.553961757180159,4.224522765339594,Yes
161,Male,Other,2.1635283326938097,2.3337007246978065,-3.0910417470734965,-2.2343323965249473,No
162,Male,White,2.093560977862112,2.067053540322289,2.74660885514032,2.3621781851081045,Yes
163,Male,Asian,2.325772457933107,2.8854966204770114,0.2951049054538353,5.815425932167197,Yes
164,Male,Hispanic,2.744409958349729,3.0298513373876528,4.293520779683592,-0.6204275483366888,Yes
165,Female,Asian,0.14212737559652533,1.767050814909321,-1.7340760643985316,4.33507646070338,No
166,Female,Asian,1.1447673989337126,0.7932694540422077,-2.6189709084393025,5.8154044952164545,No
167,Male,Black,1.2050713807621436,2.725734750385903,1.7690073387682435,1.4337408508723115,Yes
168,Male,Other,1.8659784608087935,2.627866198144373,-0.8091918286633009,-1.3007362726835483,No
169,Male,White,2.0800279203357945,1.1358376630712352,3.286516577487343,1.5162324470969006,Yes
170,Male,Hispanic,1.7648483363981373,2.8726919669180013,1.943594602870538,1.4398136128296397,Yes
171,Female,Black,0.32398879021808313,1.2554163004236454,2.0823486199973775,1.9596288154175188,No
172,Female,Asian,0.9108949147017777,1.4666281285426006,-2.704425323163521,5.126633217433006,No
173,Female,White,0.4362024665797992,0.6951116620087414,2.1533542780629205,2.120018803853418,No
174,Male,Hispanic,0.3810086208496344,0.6019702634119961,2.780597240343678,2.2066012408649778,No
175,Female,White,2.37206610129377,1.565195484697627,2.979906162714579,4.393561338983754,Yes
176,Male,Hispanic,1.3757053200701561,3.236053093021465,2.100838314996433,0.7321836163228824,Yes
177,Male,Other,0.9182830947187111,1.446859569362062,-3.651257249627767,-2.494565413360104,No
178,Female,Hispanic,2.208297352017417,0.003377590452943502,3.999265520023348,0.28364432157944947,Yes
179,Male,Other,1.7472210379392346,2.3891246667792574,-5.560428960175152,-1.8944982927033038,No
180,Female,White,2.3545643705339296,-0.270000607554864,2.2592478780152003,1.331919156392051,No
181,Male,Hispanic,1.9063666701405255,2.8156744092324506,2.6840662344249315,0.25054530420657223,Yes
182,Male,White,2.284183263386539,1.3399402302891588,3.1048493473298198,3.8517183458977042,Yes
183,Male,Other,1.2468491220663467,2.940481404938276,-3.648319874521221,-2.2628445533857127,No
184,Male,Asian,2.327740521733218,1.6574338344905053,-3.237591299026979,4.029769494785456,No
185,Male,Asian,2.6063076432206485,0.21080669783873818,-0.686262876562918,6.410356828025104,Yes
186,Female,White,1.9995229588855132,0.18527572765081957,1.786887628579917,4.3108812963626395,Yes
187,Male,Asian,1.5312279696000197,2.043569281728922,-3.248539545073311,5.229789826929122,No
188,Male,Other,2.5647520835331137,0.8749945090025824,-1.9315989815909071,-2.733888280546384,No
189,Male,Asian,2.273867768172754,2.7792185219387053,-4.0398475437084445,5.066925795147082,No
190,Female,White,2.4175939642637427,2.3287411205376483,1.5755637624879821,1.7805656926975388,Yes
191,Female,Other,2.234954798510676,0.09586635342396677,-3.584798308337928,-4.065789551596661,No
192,Female,Hispanic,1.2988061216427513,0.7262365439174387,2.8540137077205476,-0.8580323890269308,No
193,Male,White,0.5632933622670337,2.5758583455933564,1.6919656649608288,3.944497209671323,Yes
194,Female,White,-0.04865157256894048,1.2105363455046054,1.4820110647102624,1.536966162728523,No
195,Male,White,0.06133713078895142,0.7340298341529565,3.5949188635383984,2.2307894647640096,Yes
196,Female,White,0.12417918880929169,1.2378900967518347,2.0750300598837286,4.970666218383371,Yes
197,Male,White,2.144225908753494,3.9909196324748564,1.4447319492984514,3.1314549342986746,Yes
198,Female,Hispanic,1.9924329175994577,2.858126274732907,3.150469262793036,-0.5115982283986027,Yes
199,Female,White,0.246367118966053,1.633193784600715,-0.7675510271722512,2.213721502149916,No
200,Male,Other,3.5877326251427464,2.5349331278501586,-4.1458572768935325,-2.4241603432711805,No
201,Male,Other,2.6134475551736838,2.2247233740409826,-4.2967203417950035,-3.0465343738648882,No
202,Female,Hispanic,2.406523660640817,0.45580381530410086,2.853344423339537,-0.3027075740345968,No
203,Female,White,-0.13536669425538816,0.841155492253548,0.4674756196916323,3.957846170613764,No
204,Male,Hispanic,1.215005473649002,3.962178609489574,2.3318340742023684,-0.10143975152716649,Yes
205,Female,Hispanic,0.36349724483131995,0.9341759768556992,1.8403767323899425,-0.2890570656672721,No
206,Female,White,0.14654774948786164,0.09638768521198093,2.2702457207563995,3.9955078181525607,Yes
207,Male,White,2.2148018044460316,2.9475286435557777,-0.04729908726248633,2.485062791221059,Yes
208,Male,Asian,1.8262374859435244,1.8405690019999037,-2.7281756280954546,7.38613526525566,Yes
209,Male,White,1.0618859000123666,1.085119285079518,2.326997904910215,2.635694158188511,Yes
210,Male,White,1.8061253203917382,1.4636293747347566,1.8671959146869739,3.1059538294223126,Yes
211,Male,Asian,4.308507006456656,1.6990013291199881,-2.7462108806080243,5.028241745852487,Yes
212,Female,Asian,1.0300488264151069,0.25557935834797973,-2.4730574799150205,4.30195855731615,No
213,Female,White,0.5431637138453642,0.6833610478845631,1.0899996494414377,2.318131288603791,No
214,Male,Asian,1.0910704821667396,3.690826525274027,-3.1117981835445194,6.318288937664818,Yes
215,Male,Other,1.9597162680389506,3.1653412640808787,-3.3668530463600677,-3.449484852677351,No
216,Female,Asian,1.562555509733599,0.752241689447519,-2.5894583075901827,5.614663354062994,No
217,Female,White,0.6242000463682893,2.1286955932326537,3.4351504493359437,4.1623545816306855,Yes
218,Female,Hispanic,1.0891307879742687,-0.16078569661806563,3.5296780954391247,0.15771649617398145,No
219,Female,Asian,2.3775203392989095,2.175302031838472,-1.6755517473909092,4.877079820735792,Yes
220,Female,Asian,-0.05480231110727174,2.4169565566854176,-1.3749424019563348,3.9876649978682837,No
221,Female,Hispanic,1.0572989847547585,1.976630310931079,2.4399421977656583,-1.423108066095396,No
222,Female,Asian,2.055339447575205,2.0490495162686737,-2.7599563295334892,3.9633122399894463,No
223,Male,Asian,1.610319061547477,2.3399511127027584,-0.46399137835660187,4.7377687094936505,Yes
224,Male,Asian,1.9681426123119823,3.331029834621167,-2.398388333229874,4.891357325222254,Yes
225,Female,Other,1.9566327812465802,0.761733319438799,-3.243216437379723,-2.8196766137996714,No
226,Female,White,2.868181310024365,1.0326367539219519,2.2708716206940314,3.506313260249337,Yes
227,Male,White,0.8681699754527126,2.785028776078385,-0.5398149400384389,1.691217787042166,No
228,Male,Asian,2.5259256658722364,2.367803300714987,-1.474397441228035,3.876929149112577,Yes
229,Female,Hispanic,0.4683011134153444,0.614075870797561,3.936514961771175,-0.16927453545444393,No
230,Male,Asian,2.2314684237518017,0.8086353005039542,-1.8450369010601835,3.7228276844081583,No
231,Female,Asian,0.8772638377979398,1.3544449206041773,-2.455944931612174,5.328487895767216,No
232,Male,White,3.0156611440281758,1.6793157970727974,2.349835223041709,4.3654353528684675,Yes
233,Male,White,2.6415995361662556,-0.35102136184438937,1.9766329435620729,3.4065829869583193,Yes
234,Female,White,0.8780415628133993,2.5618275431821056,0.6786087412406561,3.297273637408394,Yes
235,Female,Asian,1.575409890461998,2.3265025803375066,-2.3931936827621727,5.3724460152301,Yes
236,Female,White,0.5424940723290705,1.815789722639042,1.4686941445380883,1.4661316998583271,No
237,Male,White,5.058022000393992,2.821930756896005,1.5005533472522057,1.6825757551251244,Yes
238,Male,White,0.5514949120082417,1.7125356365553925,1.8881514885759636,2.637105862587929,Yes
239,Male,Other,1.906751108947548,3.100276717688158,-3.233731351508821,-2.4923845469902974,No
240,Male,White,0.7419862812475944,1.3532477317540017,1.446943301581257,3.9417930256000884,Yes
241,Male,Other,-0.09763443652512471,3.8048157175236437,-1.5401018066811696,-2.090402781457935,No
242,Female,White,0.8289945630194624,2.2069837535592454,2.9628432269253255,2.3686238261479313,Yes
243,Female,Other,2.038108784475954,2.0787549886186665,-3.558094707612544,-3.8494357671896298,No
244,Male,White,3.6788599414490584,1.000027430537529,1.737727870783789,3.095027274475205,Yes
245,Male,Hispanic,0.7845855450201875,1.5907491563852112,2.7709588924980326,-0.3952346428814792,No
246,Female,Hispanic,1.7274283493417915,0.9800511416014492,3.1432918606685907,-2.6678162249449624,No
247,Female,Asian,-0.991371287968585,1.4746831344307338,-0.9391279524612925,4.039023265162962,No
248,Female,White,2.3974982943571836,-0.7743403153590607,2.067832366169304,0.7193400302890676,No
249,Male,Other,1.4433047054894752,3.120508536782104,-4.6103123965770685,-2.801811937252677,No
250,Male,White,2.921578620712373,2.4033942748215695,0.2257552493331776,1.7522023879715,Yes
251,Male,White,2.5634096686252272,0.8299501583910771,2.244670696966174,1.9975707409037617,Yes
252,Male,White,1.2899013850178658,3.023453013765989,2.7208062953366223,1.984597026158289,Yes
253,Female,Hispanic,-0.408885178497838,1.4725939070130598,4.116880105929551,-1.5259085784040107,No
254,Male,White,2.424350928980795,2.3662579162086788,-0.23910004423391618,2.312172727018922,Yes
255,Female,White,-0.5084041254879006,1.3226558980792575,2.176673724025932,3.2480382285900093,No
256,Female,White,3.8266638900275267,1.3273667107845748,1.8040739453703143,1.2499827846534943,Yes
257,Male,White,3.1567156232747084,1.0432994072466242,2.702291688520769,1.4684990275104082,Yes
258,Female,Asian,1.017455990327097,1.1091534985295508,-3.1550585244927922,5.806105380920394,No
259,Female,Other,1.2841995333255865,0.97913240137052,-2.6134431508397897,-2.4705800382130487,No
260,Male,White,2.387731803005405,0.7444919078875443,2.159686070588169,3.1066086264459143,Yes
261,Male,Other,1.1699693193859153,2.121548244117576,-2.6933237558843173,-2.2105336238351936,No
262,Male,Asian,0.07364206582130106,1.5509014779513084,-1.547247160370338,6.113054940070139,No
263,Female,White,-0.003260103391520719,1.7752383231118987,0.2465109014783775,3.8387965834949584,No
264,Male,Asian,0.584626598341645,1.2361351842824273,-0.7113780017114413,4.722291693751911,No
265,Male,White,2.571042760922436,0.6567760469499455,-0.37802817531419874,3.9118282534459707,Yes
266,Female,White,0.2330054905946517,2.3353758015046506,0.24517432833191877,3.994824537280508,Yes
267,Female,White,-0.3329790186120809,0.9590141904141716,2.0997864022930823,4.1279031410714015,Yes
268,Male,White,2.5623068186594473,2.3700624293511687,0.3614882158986905,2.7881932647047525,Yes
269,Male,Hispanic,2.6059414514190506,3.125201774113575,3.3426120322943373,-0.8982399419613546,Yes
270,Female,White,1.0015214581413516,-0.6161410856493914,1.77446868326711,3.0377174901599195,No
271,Male,Other,2.285674512989738,2.6633728461604207,-2.8522040395239645,-2.1800958949371454,No
272,Male,White,1.2218053922388297,3.1816004423226607,2.5044730825004677,1.634670323771321,Yes
273,Female,Other,0.5052445689459599,1.3719265308477582,-2.811337808652051,-2.6356609695580575,No
274,Female,Hispanic,-0.15864764056812608,-0.1005280888055724,1.7250850018796082,2.0565476790923345,No
275,Female,White,0.29315879829932556,1.862870573846037,1.4719668162353257,2.3594355581311914,No
276,Male,Asian,1.3722188760115304,3.0777383454378526,-1.198718843371171,3.919909531708487,Yes
277,Female,Other,0.4513108790286863,-0.9024467382657366,-2.5754124566698176,-2.966376756529837,No
278,Female,Other,0.47456041694908146,1.078334886491966,-2.4158314117644553,-1.5553814326768398,No
279,Female,Asian,-0.14950699231773168,0.39252953398256674,-1.786411935532307,4.371755630783643,No
280,Female,Hispanic,0.9462266770953032,1.7367861733121726,4.290918637764255,1.0080981958158832,Yes
281,Female,Asian,1.4316323243820512,0.47910829844830716,-1.7700895275104487,3.7843555160618587,No
282,Male,Other,1.3615375853524556,3.28876301792783,-4.199048233491639,-2.369253562912978,No
283,Female,White,0.8104248828435855,1.9763507137365721,3.212259448170795,3.118126701283324,Yes
284,Female,White,1.9299857749143396,0.9649849110973893,0.4896303976795011,4.502716960651619,Yes
285,Male,White,4.217029099771536,1.5269946466067001,0.5637838930239567,3.997596647962718,Yes
286,Female,White,0.03210966886276645,0.5065973789158222,1.5526805308971539,3.4411324321831644,No
287,Male,White,1.234159510394024,0.5619406596308323,3.4171471219232705,2.136651959568981,Yes
288,Male,White,0.6843786668729643,1.1396087399367993,1.2123009211743412,1.4275901653582375,No
289,Female,Other,1.7103077332931953,-0.4549131363750356,-3.393490072959242,-1.724018604388937,No
290,Male,Other,1.0475339748036618,1.337058948171452,-2.815601815983729,-3.853188602613807,No
291,Female,Hispanic,2.922514646293173,1.7511691549874357,4.556656602353323,1.2322951628251495,Yes
292,Male,White,2.9911341043191833,2.8399791143265567,0.7905793611329994,3.365494595903236,Yes
293,Female,White,-0.8715002574842055,2.28488786277203,2.103789082278997,2.9560245256803195,Yes
294,Male,Asian,2.800252680278376,2.635829113220233,-1.3882028135480091,5.12420694979813,Yes
295,Female,Hispanic,2.078834456030624,-0.44428141301098756,4.733431363309074,0.17602700909273444,Yes
296,Female,Hispanic,1.8455694257820716,2.2518823757985507,2.516667713870203,1.5966798528475161,Yes
